reward,loss,trades,avg_q,total_actions,backs_per_competitor,lays_per_competitor,most_common_action,most_common_competitor,winner,simulation
-0.9629086045920849,200.8017120361328,19,48.18806457519531,35,"[4, 4, 7, 3, 3]","[3, 5, 2, 1, 3]",4,2,0,203
-0.52,78.36775970458984,18,40.21928024291992,31,"[2, 2, 4, 3, 3]","[3, 3, 3, 4, 4]",7,3,4,204
-0.78,64.6490478515625,23,44.71809768676758,38,"[1, 5, 3, 8, 5]","[4, 4, 2, 3, 3]",6,3,3,205
-0.2562218077480793,162.91244506835938,19,38.09992218017578,37,"[3, 3, 4, 3, 6]","[2, 3, 2, 5, 6]",8,4,4,206
-0.69,251.2916259765625,18,47.202613830566406,38,"[2, 2, 8, 2, 3]","[4, 4, 5, 6, 2]",4,2,3,207
-1.23,153.0780029296875,20,52.39967727661133,37,"[6, 8, 2, 6, 3]","[4, 3, 1, 0, 4]",2,1,4,208
-1.2620328596234323,141.71139526367188,24,57.371376037597656,39,"[2, 4, 4, 4, 3]","[3, 8, 3, 6, 2]",3,1,3,209
-0.27,110.5312271118164,27,50.62165069580078,41,"[3, 2, 1, 6, 8]","[1, 5, 5, 5, 5]",8,4,1,210
0.315,193.54959106445312,31,61.103248596191406,40,"[8, 3, 5, 3, 2]","[4, 2, 4, 6, 3]",0,0,4,211
-0.8503765350580216,113.9053726196289,21,57.68940353393555,38,"[3, 6, 5, 1, 3]","[1, 6, 5, 4, 4]",3,1,2,212
-0.015,199.92840576171875,21,55.10554885864258,32,"[5, 4, 2, 3, 3]","[4, 1, 3, 6, 1]",7,3,4,213
-1.71,948.1806640625,18,52.50324249267578,35,"[6, 6, 1, 3, 4]","[2, 1, 4, 3, 5]",0,0,2,214
-0.66,653.5684814453125,22,45.87165451049805,34,"[3, 4, 4, 4, 4]","[2, 5, 4, 3, 1]",3,1,1,215
0.39,66.97158813476562,12,50.86146545410156,36,"[2, 5, 1, 4, 4]","[6, 1, 4, 5, 4]",1,0,4,216
1.65,243.39210510253906,23,58.027931213378906,33,"[2, 1, 5, 0, 3]","[6, 2, 9, 1, 4]",5,2,3,217
0.1175,370.1741943359375,22,46.12445831298828,34,"[4, 1, 1, 5, 4]","[1, 5, 5, 4, 4]",3,1,4,218
-0.54,95.71049499511719,18,41.077598571777344,35,"[3, 1, 2, 6, 3]","[1, 2, 6, 9, 2]",7,3,2,219
-0.14871884346008302,616.3321533203125,15,47.12480926513672,34,"[1, 7, 4, 4, 3]","[4, 1, 3, 4, 3]",2,1,4,220
-1.17,179.96710205078125,23,38.751895904541016,35,"[3, 4, 7, 5, 3]","[2, 1, 5, 3, 2]",4,2,0,221
0.465,185.53570556640625,14,42.07461166381836,32,"[5, 3, 3, 3, 1]","[6, 2, 5, 2, 2]",1,0,0,222
0.58,92.6530532836914,25,45.160865783691406,36,"[2, 1, 3, 2, 5]","[6, 5, 4, 4, 4]",1,0,4,223
-0.42,354.2067565917969,17,35.68773651123047,33,"[6, 2, 2, 4, 2]","[1, 5, 7, 1, 3]",5,2,4,224
0.5402440890669823,712.4183349609375,15,41.82179641723633,36,"[2, 2, 5, 3, 7]","[4, 5, 5, 0, 3]",8,4,2,225
0.06274399757385254,136.64926147460938,15,36.31243896484375,32,"[5, 2, 5, 2, 0]","[3, 4, 3, 3, 5]",9,4,3,226
0.165,379.1414489746094,19,46.242347717285156,38,"[1, 3, 4, 4, 4]","[5, 7, 4, 4, 2]",3,1,2,227
-1.29,93.4435043334961,25,48.635520935058594,36,"[2, 3, 3, 3, 9]","[6, 0, 1, 7, 2]",8,4,3,228
2.37,646.8626708984375,11,47.910606384277344,33,"[3, 2, 5, 7, 3]","[4, 1, 3, 2, 3]",6,3,0,229
0.46168712973594667,95.61920928955078,17,45.86896514892578,32,"[3, 4, 5, 5, 3]","[2, 1, 4, 3, 2]",6,3,0,230
1.0407496581971645,114.25669860839844,18,45.040504455566406,39,"[5, 5, 1, 2, 7]","[4, 5, 2, 4, 4]",8,4,4,231
-0.81,62.8842658996582,25,42.290000915527344,44,"[5, 3, 6, 4, 7]","[1, 4, 4, 4, 6]",8,4,1,232
-0.06177958697080612,79.03455352783203,15,46.28407669067383,36,"[4, 2, 8, 3, 1]","[3, 4, 2, 3, 6]",4,2,4,233
0.6132977192103862,68.74479675292969,21,47.17232894897461,39,"[2, 3, 3, 5, 2]","[4, 4, 3, 7, 6]",7,3,4,234
0.03,90.90813446044922,19,37.53828430175781,34,"[0, 8, 1, 5, 4]","[2, 2, 4, 5, 3]",2,1,0,235
0.6,317.25396728515625,16,32.125221252441406,38,"[3, 3, 5, 6, 2]","[4, 6, 3, 2, 4]",6,3,2,236
0.21,38.67637252807617,24,27.50723648071289,39,"[3, 3, 3, 7, 5]","[6, 4, 3, 5, 0]",6,3,1,237
0.42,265.6930847167969,25,32.75396728515625,39,"[3, 3, 3, 2, 8]","[5, 5, 3, 4, 3]",8,4,2,238
-0.165,1474.0400390625,20,38.15287399291992,33,"[2, 1, 3, 5, 4]","[5, 2, 2, 3, 6]",9,4,4,239
0.24280482277274132,52.66593551635742,18,29.90543556213379,34,"[4, 3, 0, 2, 2]","[5, 2, 4, 5, 7]",9,4,4,240
0.6431423887610436,67.09931182861328,16,38.237159729003906,35,"[3, 4, 3, 3, 2]","[3, 6, 2, 4, 5]",3,1,2,241
-0.2769110532104969,169.32275390625,17,28.090673446655273,36,"[2, 4, 1, 4, 4]","[3, 6, 6, 3, 3]",3,1,2,242
0.44537555500864984,76.31507110595703,23,32.93833541870117,43,"[1, 5, 4, 1, 8]","[6, 3, 4, 5, 6]",8,4,4,243
-0.39417158991098405,207.51971435546875,13,40.549217224121094,29,"[4, 4, 4, 4, 6]","[2, 1, 2, 0, 2]",8,4,4,244
-0.09,115.2527847290039,24,46.87958908081055,37,"[3, 4, 8, 3, 2]","[1, 2, 7, 5, 2]",4,2,2,245
0.975,183.00169372558594,13,35.23521041870117,33,"[3, 4, 4, 1, 3]","[3, 2, 2, 5, 6]",9,4,0,246
-0.18,97.19434356689453,21,49.4897575378418,36,"[4, 6, 2, 7, 1]","[3, 3, 2, 3, 5]",6,3,2,247
-0.787204907387495,78.04257202148438,23,41.942527770996094,35,"[4, 5, 2, 2, 2]","[3, 5, 4, 5, 3]",3,1,2,248
-0.495,81.50675201416016,22,46.37839889526367,38,"[4, 3, 4, 1, 5]","[5, 5, 4, 5, 2]",8,4,2,249
-0.7065309499204159,83.25086975097656,16,32.579612731933594,31,"[1, 4, 2, 2, 0]","[5, 1, 5, 5, 6]",9,4,4,250
-0.315,52.67521667480469,13,31.976211547851562,29,"[5, 4, 2, 1, 3]","[2, 3, 1, 7, 1]",7,3,2,251
-0.87,62.22438430786133,21,27.33993148803711,35,"[3, 2, 3, 4, 5]","[2, 7, 5, 4, 0]",3,1,1,252
-1.940913328975439,29.9426326751709,20,23.948108673095703,40,"[3, 6, 8, 4, 4]","[5, 1, 6, 1, 2]",4,2,2,253
0.275,225.766357421875,23,29.182491302490234,35,"[7, 2, 3, 3, 3]","[3, 6, 3, 2, 3]",0,0,4,254
-0.7106162261962891,49.2955322265625,15,29.731182098388672,31,"[4, 3, 3, 6, 2]","[4, 1, 4, 3, 1]",6,3,3,255
0.13220156908035277,65.87457275390625,21,25.067081451416016,40,"[4, 3, 3, 4, 2]","[6, 3, 6, 4, 5]",1,0,4,256
-2.291595882028341,163.86300659179688,15,27.777334213256836,29,"[0, 4, 2, 7, 3]","[2, 2, 6, 2, 1]",6,3,2,257
-0.05412053942680359,92.0975112915039,12,35.52481460571289,38,"[1, 3, 3, 5, 4]","[8, 3, 2, 6, 3]",1,0,4,258
0.585,112.6378402709961,19,43.70671844482422,34,"[1, 5, 5, 1, 5]","[8, 2, 3, 1, 3]",1,0,3,259
-0.15,56.350833892822266,11,34.78411102294922,36,"[4, 6, 3, 5, 2]","[3, 2, 2, 6, 3]",7,3,2,260
-0.375,450.4926452636719,27,27.6982364654541,42,"[2, 5, 7, 3, 6]","[8, 2, 5, 3, 1]",1,0,2,261
-0.418432946652174,23.92508316040039,18,24.060253143310547,34,"[2, 4, 6, 4, 6]","[0, 3, 1, 3, 5]",4,2,1,262
-0.08,519.8419189453125,17,35.0483283996582,36,"[5, 0, 2, 3, 5]","[5, 8, 2, 2, 4]",3,1,4,263
-1.6907369434833526,99.0426025390625,14,26.59780502319336,35,"[3, 1, 2, 7, 4]","[4, 6, 4, 3, 1]",6,3,2,264
0.64,105.60926055908203,26,33.56132507324219,42,"[6, 5, 6, 3, 0]","[6, 7, 3, 3, 3]",3,1,4,265
-0.6525635913014411,39.78614044189453,18,33.36528778076172,30,"[2, 1, 1, 7, 4]","[4, 2, 3, 3, 3]",6,3,4,266
-0.9,394.3128662109375,20,40.46066665649414,37,"[3, 4, 4, 6, 4]","[3, 0, 9, 1, 3]",5,2,0,267
0.36669686615467073,95.4254150390625,18,47.97088623046875,35,"[5, 4, 4, 4, 4]","[2, 1, 4, 2, 5]",9,4,3,268
-0.165,485.9436340332031,19,40.140750885009766,37,"[2, 5, 6, 5, 0]","[7, 6, 2, 3, 1]",1,0,2,269
1.1625,67.67254638671875,29,35.04631423950195,40,"[2, 2, 3, 6, 3]","[1, 7, 5, 6, 5]",3,1,3,270
0.015,255.4027557373047,17,39.97184371948242,32,"[6, 2, 2, 7, 3]","[2, 3, 4, 1, 2]",6,3,3,271
0.455,411.6595153808594,18,49.39826583862305,32,"[5, 1, 3, 4, 0]","[3, 3, 6, 4, 3]",5,2,2,272
-0.3525,308.8088684082031,21,40.671714782714844,33,"[2, 4, 3, 6, 3]","[2, 2, 4, 6, 1]",7,3,3,273
-0.21,96.71269226074219,21,33.979034423828125,32,"[2, 4, 4, 0, 3]","[4, 4, 4, 4, 3]",2,1,3,274
0.5079490706324578,479.9748229980469,26,41.41155242919922,39,"[1, 4, 5, 3, 6]","[4, 4, 3, 4, 5]",8,4,3,275
-1.725,650.0484619140625,17,47.86460494995117,37,"[6, 3, 2, 2, 3]","[6, 4, 5, 2, 4]",0,0,1,276
-0.735,473.4898681640625,28,38.698951721191406,33,"[4, 3, 4, 1, 5]","[2, 3, 5, 5, 1]",8,4,3,277
-0.17857177883386613,109.03700256347656,16,35.698734283447266,35,"[4, 3, 1, 2, 3]","[5, 6, 5, 4, 2]",3,1,3,278
-0.03,35.390567779541016,17,35.135555267333984,38,"[2, 5, 5, 3, 4]","[3, 5, 5, 1, 5]",4,2,3,279
0.405,38.28237533569336,17,26.84920310974121,34,"[6, 1, 1, 3, 3]","[6, 5, 4, 2, 3]",1,0,3,280
0.03,633.3015747070312,20,36.49974060058594,38,"[5, 5, 4, 3, 3]","[2, 7, 3, 5, 1]",3,1,4,281
1.5179531872272491,59.43856430053711,25,36.05372619628906,29,"[1, 4, 1, 5, 3]","[5, 2, 4, 4, 0]",6,3,4,282
1.29,58.46701431274414,27,42.7462043762207,36,"[4, 1, 3, 4, 3]","[2, 5, 3, 4, 7]",9,4,2,283
1.035,58.06624984741211,22,31.508769989013672,36,"[4, 3, 1, 3, 5]","[6, 1, 2, 4, 7]",9,4,1,284
-0.6102702985703945,42.88946533203125,23,22.467445373535156,35,"[3, 2, 3, 3, 5]","[4, 3, 4, 2, 6]",9,4,1,285
-0.12,108.02599334716797,22,34.550071716308594,37,"[5, 2, 3, 4, 5]","[6, 1, 2, 5, 4]",1,0,2,286
0.78,72.2206039428711,23,42.29972457885742,38,"[2, 4, 6, 3, 0]","[3, 4, 7, 5, 4]",5,2,3,287
0.075,33.703887939453125,27,40.53281784057617,38,"[5, 2, 3, 5, 4]","[6, 1, 4, 3, 5]",1,0,0,288
-1.5,78.65242767333984,18,33.448326110839844,36,"[5, 5, 6, 4, 7]","[2, 1, 2, 4, 0]",8,4,2,289
0.195,26.315324783325195,19,26.16762924194336,36,"[3, 5, 4, 3, 6]","[2, 3, 7, 2, 1]",5,2,4,290
0.11,377.0284423828125,18,38.34272003173828,32,"[2, 1, 4, 2, 4]","[1, 5, 6, 3, 4]",5,2,3,291
0.5538066911697388,140.04173278808594,16,45.3504638671875,37,"[1, 0, 3, 3, 3]","[9, 4, 4, 6, 4]",1,0,3,292
1.095,54.018882751464844,18,35.39624786376953,34,"[1, 0, 2, 3, 2]","[6, 4, 6, 5, 5]",1,0,1,293
-0.27,221.60397338867188,29,46.28125762939453,41,"[5, 5, 5, 4, 3]","[5, 4, 4, 3, 3]",0,0,1,294
-0.9937243419885635,78.07434844970703,23,40.9938850402832,37,"[4, 7, 4, 6, 4]","[2, 3, 2, 2, 3]",2,1,2,295
-4.41,410.9560241699219,10,41.966129302978516,29,"[2, 4, 4, 0, 2]","[5, 5, 1, 2, 4]",1,0,0,296
-0.6790118727087975,83.58495330810547,15,42.7860107421875,38,"[2, 2, 1, 5, 5]","[2, 8, 7, 3, 3]",3,1,4,297
0.24,854.0017700195312,20,45.92445755004883,38,"[1, 4, 4, 6, 3]","[4, 3, 5, 3, 5]",6,3,2,298
0.835,86.95215606689453,13,44.366737365722656,32,"[5, 2, 2, 1, 2]","[5, 3, 5, 3, 4]",5,2,3,299
0.7755459317564964,55.84284591674805,14,35.653072357177734,31,"[1, 4, 0, 1, 2]","[5, 9, 6, 2, 1]",3,1,3,300
1.89,516.34521484375,27,46.76527786254883,34,"[3, 5, 2, 2, 3]","[7, 3, 6, 1, 2]",1,0,1,301
0.645,93.79793548583984,18,50.511314392089844,37,"[2, 5, 4, 0, 9]","[5, 2, 0, 5, 5]",8,4,1,302
-0.2415900333225727,108.82595825195312,21,48.53404235839844,43,"[9, 2, 7, 8, 3]","[3, 3, 2, 2, 4]",0,0,2,303
0.15,264.31744384765625,13,53.825645446777344,32,"[2, 2, 3, 3, 3]","[5, 2, 6, 1, 5]",5,2,3,304
-0.3489536242187023,139.03404235839844,21,62.8907356262207,38,"[5, 3, 4, 5, 3]","[4, 3, 1, 4, 6]",9,4,4,305
-0.023683663457632065,147.72592163085938,15,50.42407989501953,35,"[1, 7, 1, 4, 0]","[4, 4, 5, 4, 5]",2,1,4,306
-1.425,106.03870391845703,21,55.260589599609375,37,"[7, 5, 5, 6, 3]","[1, 4, 1, 3, 2]",0,0,3,307
0.465,104.38058471679688,23,66.5137710571289,36,"[5, 5, 0, 2, 1]","[4, 3, 6, 4, 6]",5,2,4,308
-0.07,121.75405883789062,26,53.1246452331543,39,"[2, 4, 3, 4, 7]","[6, 2, 4, 5, 2]",8,4,3,309
0.3976896113157272,341.57373046875,24,45.095436096191406,34,"[1, 4, 3, 3, 4]","[4, 3, 4, 4, 4]",5,2,4,310
0.885,70.6916275024414,25,32.45610809326172,40,"[6, 5, 3, 2, 2]","[2, 3, 9, 4, 4]",5,2,1,311
0.05,52.5539665222168,26,34.71806716918945,40,"[5, 2, 7, 4, 5]","[4, 4, 2, 5, 2]",4,2,4,312
0.435,172.98951721191406,13,34.75642776489258,34,"[5, 4, 0, 4, 1]","[5, 4, 2, 4, 5]",1,0,0,313
0.375,58.13056564331055,24,35.050540924072266,35,"[4, 5, 2, 2, 3]","[3, 1, 5, 3, 7]",9,4,3,314
1.485,495.81829833984375,24,43.38414001464844,41,"[2, 7, 5, 2, 5]","[5, 2, 3, 3, 7]",9,4,3,315
-1.2588902488350868,177.40509033203125,9,33.80008316040039,33,"[3, 4, 5, 3, 2]","[0, 5, 3, 5, 3]",4,2,2,316
0.255,221.99559020996094,16,41.3100700378418,35,"[6, 4, 3, 5, 2]","[1, 4, 3, 2, 5]",0,0,2,317
-0.51,94.9138412475586,19,48.45725631713867,39,"[4, 3, 4, 8, 1]","[3, 5, 2, 3, 6]",6,3,2,318
0.07550578936934471,108.15119934082031,15,38.605262756347656,32,"[1, 4, 1, 5, 3]","[1, 7, 3, 3, 4]",3,1,4,319
-0.57,64.86116790771484,19,38.36882400512695,37,"[2, 2, 4, 3, 8]","[11, 1, 2, 4, 0]",1,0,3,320
-0.315,41.92092514038086,14,35.37188720703125,40,"[6, 4, 4, 5, 3]","[3, 6, 1, 3, 5]",0,0,4,321
-0.87,371.35986328125,16,41.600860595703125,33,"[8, 6, 1, 4, 3]","[4, 0, 2, 3, 2]",0,0,1,322
1.14,95.64921569824219,27,35.285308837890625,40,"[5, 4, 0, 3, 3]","[5, 3, 1, 6, 10]",9,4,1,323
-0.285,1053.3858642578125,29,42.294464111328125,38,"[2, 6, 5, 4, 4]","[1, 4, 7, 3, 2]",5,2,4,324
-0.39,141.84677124023438,16,35.82752227783203,36,"[6, 5, 3, 1, 3]","[0, 3, 3, 6, 6]",9,4,4,325
-0.015,197.3309783935547,25,41.24612808227539,38,"[4, 3, 5, 2, 5]","[3, 3, 2, 5, 6]",9,4,0,326
-4.335,214.39456176757812,26,32.75273895263672,39,"[3, 7, 2, 1, 0]","[8, 3, 5, 6, 4]",1,0,0,327
0.195,155.43299865722656,15,39.774742126464844,34,"[4, 5, 2, 5, 3]","[2, 1, 2, 5, 5]",2,1,1,328
0.465,83.50263214111328,16,31.408123016357422,33,"[4, 3, 3, 7, 2]","[5, 3, 0, 3, 3]",6,3,2,329
-0.27,97.79557800292969,17,40.583194732666016,33,"[4, 6, 2, 5, 6]","[2, 1, 4, 2, 1]",2,1,4,330
-0.685,95.90086364746094,13,37.00034713745117,31,"[3, 4, 3, 3, 2]","[6, 1, 8, 0, 1]",5,2,0,331
0.23162584036588668,144.37876892089844,25,40.741249084472656,34,"[3, 5, 1, 0, 3]","[3, 5, 5, 0, 9]",9,4,4,332
0.6,64.08116912841797,22,31.848461151123047,37,"[3, 4, 3, 7, 2]","[4, 4, 5, 2, 3]",6,3,3,333
0.37106046557426453,40.2813606262207,22,34.938446044921875,39,"[7, 4, 2, 5, 2]","[1, 7, 5, 2, 4]",0,0,4,334
-1.2036080685257913,29.171142578125,26,38.29405975341797,37,"[4, 7, 4, 5, 0]","[3, 3, 4, 1, 6]",2,1,2,335
-0.23390944108366965,274.5263977050781,16,42.607540130615234,35,"[5, 3, 2, 6, 3]","[5, 4, 3, 2, 2]",6,3,1,336
0.04775761470198631,533.0657958984375,31,38.69465637207031,40,"[6, 4, 2, 4, 1]","[9, 4, 3, 5, 2]",1,0,2,337
-0.505,90.91670989990234,11,30.9985294342041,35,"[3, 4, 5, 1, 7]","[4, 3, 1, 4, 3]",8,4,3,338
-0.3225,391.675048828125,13,35.55583190917969,38,"[7, 4, 8, 3, 4]","[1, 2, 3, 4, 2]",4,2,2,339
-0.8515328074991703,224.67837524414062,25,31.323719024658203,37,"[5, 0, 5, 4, 6]","[4, 2, 4, 2, 5]",8,4,4,340
0.8502049401402474,25.970911026000977,20,35.438358306884766,40,"[3, 4, 6, 3, 2]","[5, 5, 4, 5, 3]",4,2,3,341
1.545,190.35728454589844,21,42.47462463378906,33,"[1, 2, 3, 1, 2]","[2, 5, 7, 5, 5]",5,2,4,342
0.825,184.4995574951172,21,33.865081787109375,35,"[2, 2, 2, 2, 6]","[4, 4, 3, 5, 5]",8,4,2,343
-0.39332827731966974,396.9118957519531,20,40.830726623535156,37,"[3, 5, 6, 2, 4]","[5, 7, 3, 2, 0]",3,1,3,344
0.3843535913527012,795.941650390625,16,49.7733039855957,35,"[6, 6, 1, 5, 1]","[5, 3, 3, 1, 4]",0,0,2,345
-0.63,249.4658660888672,17,39.65800857543945,37,"[3, 4, 2, 4, 7]","[1, 3, 3, 4, 6]",8,4,0,346
0.63,66.66375732421875,26,35.3775520324707,35,"[3, 0, 3, 4, 7]","[4, 3, 2, 6, 3]",8,4,4,347
0.525,73.2196044921875,13,41.25970458984375,30,"[3, 3, 5, 1, 1]","[1, 3, 4, 5, 4]",4,2,3,348
0.3632165856659412,73.08019256591797,23,33.95566177368164,32,"[2, 4, 3, 3, 0]","[2, 1, 4, 7, 6]",7,3,4,349
-0.43378285199403765,231.95425415039062,28,31.206518173217773,40,"[5, 5, 3, 7, 5]","[5, 1, 2, 4, 3]",6,3,4,350
1.905,96.12232971191406,20,35.483787536621094,34,"[7, 5, 5, 1, 4]","[4, 1, 3, 3, 1]",0,0,2,351
0.31588836029171946,75.46138763427734,22,27.39108657836914,35,"[6, 5, 3, 3, 2]","[3, 2, 4, 4, 3]",0,0,4,352
-0.03,349.2326354980469,10,34.99857711791992,34,"[4, 4, 5, 6, 1]","[5, 1, 0, 3, 5]",6,3,3,353
1.425,64.46847534179688,24,39.91767501831055,36,"[3, 4, 3, 4, 0]","[1, 7, 6, 3, 5]",3,1,3,354
-0.345,59.32518005371094,18,33.075111389160156,34,"[4, 6, 2, 5, 4]","[1, 3, 7, 0, 2]",5,2,4,355
-1.3,65.05964660644531,16,28.607030868530273,40,"[3, 6, 5, 4, 4]","[6, 1, 4, 3, 4]",2,1,2,356
1.00826218187809,929.0720825195312,24,35.868465423583984,38,"[5, 1, 5, 3, 2]","[7, 4, 4, 4, 3]",1,0,4,357
1.275,94.30313873291016,25,38.07078552246094,35,"[8, 2, 1, 2, 5]","[0, 7, 6, 2, 2]",0,0,0,358
-0.56,503.2945556640625,22,36.075862884521484,37,"[2, 4, 6, 7, 5]","[4, 1, 3, 4, 1]",6,3,4,359
-1.53,24.954330444335938,21,29.3472900390625,33,"[2, 3, 3, 4, 5]","[4, 4, 1, 3, 4]",8,4,0,360
-0.09,46.46506881713867,26,28.193593978881836,37,"[5, 6, 1, 4, 7]","[0, 3, 4, 5, 2]",8,4,4,361
-0.645,149.37135314941406,12,31.08514976501465,34,"[5, 5, 5, 3, 0]","[5, 2, 6, 1, 2]",5,2,4,362
0.855,638.2965087890625,26,42.391109466552734,41,"[3, 3, 5, 5, 5]","[3, 4, 3, 3, 7]",9,4,2,363
0.6394389627873898,73.09748077392578,24,33.83294677734375,34,"[2, 0, 4, 3, 4]","[4, 5, 5, 3, 4]",3,1,4,364
0.16944061785936357,233.65943908691406,19,41.30748748779297,38,"[2, 9, 3, 2, 1]","[5, 2, 5, 5, 4]",2,1,4,365
0.12,72.5258560180664,21,45.044639587402344,37,"[2, 6, 5, 3, 5]","[6, 2, 3, 3, 2]",1,0,2,366
0.0,85.05864715576172,26,42.040409088134766,37,"[3, 5, 1, 4, 4]","[4, 1, 0, 6, 9]",9,4,0,367
0.15,64.39647674560547,20,43.812950134277344,36,"[6, 2, 3, 4, 4]","[3, 6, 3, 4, 1]",0,0,4,368
-1.935,210.04954528808594,16,35.13785934448242,38,"[5, 3, 4, 5, 3]","[4, 3, 6, 2, 3]",5,2,0,369
0.675,81.63689422607422,22,27.098438262939453,37,"[4, 4, 3, 2, 2]","[2, 1, 8, 8, 3]",5,2,0,370
0.525,123.02597045898438,13,36.24515151977539,38,"[5, 5, 1, 4, 1]","[9, 3, 5, 2, 3]",1,0,4,371
0.27,230.13157653808594,19,30.436798095703125,35,"[1, 0, 3, 5, 6]","[4, 3, 6, 3, 4]",5,2,1,372
0.38,198.2026824951172,25,36.79948806762695,35,"[2, 4, 1, 5, 1]","[3, 3, 8, 3, 5]",5,2,4,373
0.94,81.34226989746094,15,28.225223541259766,32,"[2, 0, 5, 1, 0]","[3, 2, 6, 7, 6]",7,3,2,374
-0.33,118.75477600097656,30,31.835124969482422,34,"[4, 2, 3, 6, 4]","[3, 3, 5, 3, 1]",6,3,1,375
0.01,85.74613189697266,21,40.964027404785156,33,"[2, 3, 7, 3, 1]","[3, 2, 5, 3, 4]",4,2,3,376
-0.2505436623096466,160.72662353515625,14,35.50237274169922,36,"[1, 6, 4, 5, 3]","[1, 3, 4, 2, 7]",9,4,3,377
0.57,226.25311279296875,22,41.715171813964844,32,"[4, 2, 1, 2, 6]","[3, 2, 5, 5, 2]",8,4,0,378
-0.915,912.743896484375,15,51.34516525268555,33,"[5, 4, 6, 5, 3]","[1, 3, 3, 2, 1]",4,2,4,379
0.0,224.5563507080078,14,53.41669845581055,35,"[4, 6, 5, 4, 3]","[1, 3, 3, 6, 0]",7,3,1,380
-0.71,107.98141479492188,21,47.569068908691406,32,"[4, 1, 4, 6, 3]","[4, 4, 1, 3, 2]",6,3,3,381
-1.3584731778502463,548.1428833007812,19,39.391483306884766,36,"[5, 6, 1, 3, 2]","[1, 1, 6, 4, 7]",9,4,2,382
-0.6,53.45549392700195,21,39.456573486328125,36,"[3, 3, 5, 7, 3]","[3, 2, 2, 4, 4]",6,3,2,383
-5.655,100.30508422851562,20,44.657352447509766,41,"[7, 2, 8, 4, 3]","[5, 1, 3, 5, 3]",4,2,0,384
0.3,106.53240203857422,20,52.9328727722168,34,"[3, 3, 4, 3, 3]","[3, 4, 5, 1, 5]",9,4,1,385
0.3,509.8043518066406,18,43.30597686767578,36,"[3, 3, 6, 4, 3]","[3, 2, 4, 5, 3]",4,2,0,386
-0.675,64.22383880615234,24,40.97547149658203,37,"[4, 5, 3, 5, 8]","[3, 3, 1, 3, 2]",8,4,4,387
-0.675,62.854095458984375,15,34.26112747192383,38,"[7, 7, 4, 0, 4]","[1, 2, 5, 5, 3]",2,1,2,388
-0.13985785067081452,877.959716796875,24,45.20191955566406,38,"[3, 4, 4, 3, 1]","[2, 5, 6, 5, 5]",5,2,4,389
-0.46,689.7938232421875,16,51.52702713012695,37,"[7, 6, 3, 4, 7]","[1, 2, 4, 2, 1]",8,4,4,390
0.315,101.6375961303711,19,51.4394645690918,35,"[4, 5, 5, 1, 2]","[4, 2, 3, 3, 6]",9,4,1,391
-0.33,132.7509765625,20,55.090065002441406,34,"[5, 1, 3, 2, 2]","[4, 8, 5, 3, 1]",3,1,2,392
-0.48,365.1725158691406,24,48.26799774169922,41,"[5, 4, 6, 3, 9]","[3, 1, 3, 2, 5]",8,4,0,393
-0.585,171.9374237060547,17,58.30219650268555,33,"[4, 6, 2, 2, 6]","[3, 2, 3, 1, 4]",2,1,3,394
0.15,502.0877380371094,26,47.93917465209961,40,"[3, 4, 4, 3, 7]","[2, 2, 7, 6, 2]",5,2,1,395
0.06,1755.799560546875,28,58.83134841918945,37,"[3, 3, 2, 6, 6]","[2, 4, 3, 2, 6]",8,4,4,396
-0.885,267.306640625,20,43.861228942871094,36,"[9, 3, 4, 2, 2]","[0, 4, 5, 6, 1]",0,0,1,397
-0.525,253.577392578125,17,37.917354583740234,33,"[1, 5, 1, 4, 7]","[1, 3, 4, 1, 6]",8,4,2,398
-0.3,120.2843017578125,22,32.58081817626953,34,"[7, 3, 4, 3, 4]","[5, 2, 4, 0, 2]",0,0,4,399
0.075,29.932235717773438,22,25.938358306884766,38,"[5, 6, 3, 1, 5]","[3, 3, 6, 3, 3]",5,2,3,400
0.465,486.447265625,15,30.04752540588379,36,"[6, 2, 2, 8, 2]","[2, 6, 4, 2, 2]",6,3,0,401
0.355986158400774,122.63042449951172,17,28.567012786865234,37,"[7, 3, 7, 3, 2]","[3, 2, 3, 3, 4]",0,0,2,402
0.135,355.206787109375,17,25.92264175415039,34,"[2, 5, 1, 4, 3]","[3, 1, 4, 2, 9]",9,4,1,403
-0.2778813241422176,777.6239624023438,15,40.051239013671875,35,"[2, 2, 6, 2, 4]","[4, 7, 0, 3, 5]",3,1,2,404
-0.06,137.8163299560547,18,30.590595245361328,33,"[6, 4, 2, 3, 1]","[2, 3, 5, 4, 3]",0,0,2,405
2.31,351.5874938964844,14,37.04796600341797,35,"[5, 7, 5, 3, 3]","[4, 3, 0, 2, 3]",2,1,0,406
-0.14943224519491197,58.89888000488281,24,35.33657455444336,37,"[5, 4, 2, 5, 5]","[2, 4, 6, 3, 1]",5,2,4,407
-0.24,62.60720443725586,25,38.135414123535156,37,"[8, 2, 1, 3, 3]","[4, 8, 5, 0, 3]",3,1,1,408
-0.555,57.25058364868164,28,35.7641487121582,38,"[8, 3, 2, 3, 2]","[4, 7, 4, 4, 1]",0,0,3,409
0.185,148.83135986328125,17,40.2725830078125,31,"[2, 3, 1, 7, 4]","[2, 2, 3, 3, 4]",6,3,4,410
